City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
328,fort-shevchenko,44.5086,50.263,2.47,69,26,11.07,Fort-Shevchenko,1707254260
329,greenwood,34.1668,-82.1165,14.9,36,0,4.12,Greenwood,1707254260
330,lawas,13.764,121.0566,22.16,92,36,3.69,Lawas,1707254260
331,saint-louis,16.3333,-15.0,28.57,8,0,4.54,Saint-Louis,1707254261
332,trujillo,-8.116,-79.03,25.98,78,20,5.14,Trujillo,1707253976
333,mugia,43.1041,-9.2179,13.84,91,100,8.78,Mugia,1707254261
334,bandarbeyla,9.4942,50.8122,24.93,75,0,6.86,Bandarbeyla,1707254261
335,hithadhoo,-0.6,73.0833,28.2,76,69,2.69,Hithadhoo,1707254261
336,mount gambier,-37.8333,140.7667,13.72,81,50,0.57,Mount Gambier,1707254165
337,hinthada,17.6333,95.4667,20.44,47,0,2.29,Hinthada,1707254043
338,chifeng,42.2683,118.9636,-9.65,66,1,1.22,Chifeng,1707254262
339,taltal,-25.4,-70.4833,23.97,69,22,2.79,Taltal,1707254262
340,inhambane,-23.865,35.3833,23.64,79,0,3.25,Inhambane,1707254262
341,oamaru,-45.0784,170.9801,14.65,88,100,7.23,Oamaru,1707254263
342,askino,56.0901,56.5783,0.5,96,100,5.19,Askino,1707254263
343,krasnoarmeysk,51.0239,45.6969,-5.61,89,76,8.35,Krasnoarmeysk,1707254263
344,darnah,32.767,22.6367,15.3,72,0,3.19,Darnah,1707254263
345,island harbour,50.724,-1.2758,12.31,91,100,6.26,Island Harbour,1707254263
346,haapsalu,58.9431,23.5414,-3.38,89,100,2.86,Haapsalu,1707254264
347,sittwe,20.15,92.9,21.03,68,0,4.61,Sittwe,1707254264
348,ati,13.2154,18.3353,21.42,19,38,5.34,Ati,1707254264
349,howrah,22.5892,88.3103,22.0,88,75,0.0,Howrah,1707254264
350,dampit,-8.2116,112.7493,21.44,96,100,1.19,Dampit,1707254265
351,nadym,65.5333,72.5167,-20.07,100,67,2.61,Nadym,1707254265
352,wenchang,30.904,118.4887,-0.25,97,100,2.09,Wenchang,1707254265
353,namibe,-15.1961,12.1522,25.56,76,100,2.31,Mossamedes,1707254265
354,koryazhma,61.3143,47.1691,-27.83,100,85,0.8,Koryazhma,1707254266
355,hadibu,12.65,54.0333,24.59,73,5,3.74,Hadibu,1707254266
356,panarukan,-7.7018,113.9184,24.82,90,100,2.78,Panarukan,1707254266
357,kangding,30.0513,101.9603,-2.9,91,65,1.57,Kangding,1707254266
358,kayyerkan,69.3786,87.7439,-21.11,86,100,3.07,Kayyerkan,1707254267
359,albacete,38.8333,-2.0,9.45,76,0,5.14,Albacete,1707254267
360,kronoby,63.7286,23.0339,-18.32,77,20,1.03,Kronoby,1707254268
361,sandnessjoen,66.0217,12.6316,-5.88,79,75,3.6,Sandnessjøen,1707254268
362,nuoro,40.3211,9.3297,9.05,51,100,2.12,Nuoro,1707254268
363,port-gentil,-0.7193,8.7815,28.1,79,86,3.99,Port-Gentil,1707254268
364,cururupu,-1.8283,-44.8683,26.76,86,70,2.31,Cururupu,1707254269
365,san antonio de pale,-1.4014,5.6325,28.26,77,50,1.09,San Antonio de Palé,1707254269
366,tabas,33.5959,56.9244,9.12,34,0,2.06,Tabas,1707254269
367,al ghayzah,16.2079,52.176,22.99,66,50,2.12,Al Ghayzah,1707254270
368,floro,61.5996,5.0328,-1.02,47,0,3.6,Florø,1707254270
369,homer,59.6425,-151.5483,2.8,89,90,1.91,Homer,1707254117
370,rio grande,-32.035,-52.0986,27.06,70,74,6.36,Rio Grande,1707253692
371,west bay,19.3667,-81.4167,26.04,59,40,7.2,West Bay,1707254153
372,talnakh,69.4865,88.3972,-22.76,87,100,3.33,Talnakh,1707254270
373,kenai,60.5544,-151.2583,-6.97,93,100,1.54,Kenai,1707254271
374,mindelo,16.8901,-24.9804,22.75,68,0,7.72,Mindelo,1707254271
375,mount pearl,47.5166,-52.7813,0.18,96,100,5.36,Mount Pearl,1707254271
376,urengoy,65.9667,78.3667,-16.82,100,98,1.73,Urengoy,1707254271
377,bowen,-20.0167,148.2333,25.46,82,90,2.86,Bowen,1707254271
378,tongouson,5.0214,120.1328,26.4,84,100,2.0,Tongouson,1707254272
379,tyukhtet,56.5389,89.3011,-9.34,91,100,1.72,Tyukhtet,1707254272
380,embu,-23.6489,-46.8522,25.97,85,98,4.02,Embu,1707254272
381,huarmey,-10.0681,-78.1522,27.44,68,20,4.83,Huarmey,1707254272
382,fort mcmurray,56.7268,-111.381,-11.23,72,100,4.63,Fort McMurray,1707254080
383,zaki biam,7.5167,9.6167,27.14,17,42,3.13,Zaki Biam,1707254272
384,senanga,-16.1167,23.2667,21.12,86,100,1.41,Senanga,1707254273
385,ibirama,-27.0569,-49.5178,28.15,78,100,3.15,Ibirama,1707254273
386,launceston,-41.45,147.1667,12.67,81,0,2.06,Launceston,1707254076
387,weinan,34.5036,109.5089,-0.44,76,96,0.27,Weinan,1707254273
388,arkhangel'sk,64.5401,40.5433,-24.93,77,20,0.0,Arkhangelsk,1707254273
389,port saint john's,-31.6229,29.5448,23.26,90,42,6.3,Port Saint John's,1707254274
390,eyl,7.9803,49.8164,24.48,79,1,6.66,Eyl,1707254274
391,rodolfo sanchez taboada,31.7167,-116.5667,15.61,70,82,4.02,Rodolfo Sánchez Taboada,1707254274
392,alofi,-19.0595,-169.9187,28.94,70,75,3.6,Alofi,1707254274
393,salekhard,66.53,66.6019,-24.49,100,100,0.87,Salekhard,1707254274
394,broome,42.2506,-75.833,5.34,58,0,4.63,Broome,1707254275
395,sao joao da barra,-21.6403,-41.0511,26.05,87,99,2.94,São João da Barra,1707254275
396,fort irwin,35.2627,-116.6848,8.9,81,100,3.6,Fort Irwin,1707253939
397,marianna,30.7744,-85.2269,19.02,32,0,4.63,Marianna,1707254275
398,i-n-salah,27.1935,2.4607,15.71,19,35,1.59,I-n-Salah,1707254275
399,flin flon,54.7682,-101.865,-13.09,78,100,2.06,Flin Flon,1707254275
400,notodden,59.5594,9.2585,-5.56,90,100,2.02,Notodden,1707254276
401,codrington,-38.2667,141.9667,13.23,82,40,1.59,Codrington,1707254276
402,manado,1.487,124.8455,24.43,94,20,1.03,Manado,1707254276
403,barra de santo antonio,-9.4047,-35.5072,28.6,79,38,4.99,Barra de Santo Antônio,1707254277
404,newman,37.3138,-121.0208,12.86,79,98,2.68,Newman,1707254277
405,qamdo,31.1667,97.2333,-7.78,45,100,3.33,Chamdo,1707254277
406,thurso,58.5927,-3.5259,1.59,65,97,4.06,Thurso,1707254238
407,damavand,35.7178,52.065,-5.35,69,1,3.34,Damāvand,1707254277
408,egilsstadir,65.2653,-14.3948,-5.05,93,100,2.57,Egilsstadir,1707254277
409,chilmari,25.5559,89.6715,16.39,84,4,2.72,Chilmāri,1707254278
410,whakatane,-37.9585,176.9854,21.05,90,19,1.34,Whakatane,1707254278
411,swakopmund,-22.6833,14.5333,20.47,88,86,4.12,Swakopmund,1707254278
412,weno,7.4515,151.8468,26.97,74,40,5.14,Weno,1707254278
413,tazacorte,28.629,-17.9293,18.97,48,0,2.57,Tazacorte,1707254279
414,chul'man,56.8479,124.9104,-13.99,97,100,1.48,Chul'man,1707254279
415,menaka,15.9182,2.4022,21.67,11,98,5.87,Ménaka,1707254279
416,kill devil hills,36.0307,-75.676,6.66,65,0,10.29,Kill Devil Hills,1707254279
417,novospasskoye,53.1468,47.7514,-10.7,87,56,8.2,Novospasskoye,1707254279
418,itoman,26.1247,127.6694,18.43,69,75,1.03,Itoman,1707254280
419,tabou,4.423,-7.3528,28.03,79,3,4.69,Tabou,1707254280
420,zhangatas,43.5667,69.75,8.34,50,97,12.84,Zhangatas,1707254280
421,zhicheng,30.2956,111.5047,-3.33,94,76,1.37,Zhicheng,1707254280
422,mejit,10.2753,170.8646,26.92,79,83,7.77,Mejit,1707254280
423,byron bay,-28.65,153.6167,23.17,88,5,4.15,Byron Bay,1707254280
424,villa gesell,-37.2639,-56.973,21.7,84,86,10.51,Villa Gesell,1707254281
425,goba,7.0167,39.9833,11.17,59,7,1.68,Goba,1707254281
426,sequim,48.0795,-123.1018,9.31,76,92,1.79,Sequim,1707254282
427,atafu village,-8.5421,-172.5159,28.93,78,100,11.59,Atafu Village,1707254282
428,pontian kechil,1.4866,103.3896,26.11,90,78,2.69,Pontian Kechil,1707254282
429,santa lucia,27.9117,-15.5407,18.2,32,0,3.6,Santa Lucía,1707254282
430,pocahontas,36.2615,-90.9712,14.47,51,0,2.24,Pocahontas,1707254084
431,santa marta,11.2408,-74.199,31.03,66,40,3.6,Santa Marta,1707253853
432,danjiangkou,32.5428,111.5086,-1.09,90,73,1.02,Danjiangkou,1707254283
433,sisteron,44.1876,5.9462,6.89,69,99,1.35,Sisteron,1707254283
434,mutuali,-14.8706,37.0044,21.64,94,98,0.86,Mutuáli,1707254284
435,tursunzoda,38.5144,68.2333,7.14,44,100,2.58,Tursunzoda,1707254284
436,naze,28.3667,129.4833,12.51,78,100,4.79,Naze,1707254218
437,cookeville,36.1628,-85.5016,14.45,49,0,4.12,Cookeville,1707254123
438,lata,40.1629,-8.3327,11.07,90,31,1.36,Lata,1707254285
439,aral,40.5156,81.2636,-2.27,56,12,0.94,Aral,1707254285
440,paita,-5.0892,-81.1144,27.37,72,39,6.43,Paita,1707254285
441,san fernando de apure,7.8878,-67.4724,32.42,53,98,2.8,San Fernando de Apure,1707254285
442,ixtapa,20.7,-105.2,26.57,65,20,6.69,Ixtapa,1707254286
443,arraial do cabo,-22.9661,-42.0278,27.98,78,75,3.09,Arraial do Cabo,1707254286
444,padang,-0.9492,100.3543,27.03,88,90,1.5,Padang,1707254286
445,cabo san lucas,22.8909,-109.9124,28.12,59,20,4.63,Cabo San Lucas,1707254080
446,vieux fort,13.7167,-60.95,28.64,82,40,7.72,Vieux Fort,1707254286
447,ogoja,6.6547,8.7976,29.94,16,95,4.19,Ogoja,1707254287
448,saint-philippe,-21.3585,55.7679,23.77,84,72,6.06,Saint-Philippe,1707254287
449,alaghsas,17.0187,8.0168,17.7,20,97,6.99,Alaghsas,1707254287
450,fortuna,40.5982,-124.1573,12.21,86,100,5.14,Fortuna,1707254287
451,greymouth,-42.4667,171.2,17.89,73,69,0.62,Greymouth,1707254287
452,puquio,-14.7,-74.1333,15.32,79,58,4.71,Puquio,1707254288
453,zaragoza,41.6561,-0.8773,13.9,64,0,4.12,Zaragoza,1707254288
454,colchani,-20.3,-66.9333,9.82,71,100,7.67,Colchani,1707254288
455,cotgrave,52.9086,-1.0375,6.22,88,100,2.3,Cotgrave,1707254288
456,urrao,6.3152,-76.1342,18.92,86,79,1.48,Urrao,1707254289
457,malvern,34.3623,-92.813,18.65,37,0,1.56,Malvern,1707254289
458,karratha,-20.7377,116.8463,26.78,69,46,1.02,Karratha,1707254289
459,pailin,12.849,102.6093,22.81,91,5,1.32,Pailin,1707254290
460,sarh,9.1429,18.3923,27.31,16,93,2.49,Sarh,1707254290
461,miranda de ebro,42.6865,-2.947,7.77,80,24,1.45,Miranda de Ebro,1707254290
462,zag,46.9441,99.165,-28.46,81,10,1.68,Zag,1707254291
463,nyurba,63.2842,118.3319,-29.29,99,100,1.1,Nyurba,1707254291
464,morehead city,34.7229,-76.726,10.02,65,0,12.86,Morehead City,1707254156
465,angaur state,6.906,134.13,26.57,85,100,9.68,Angaur State,1707254291
466,yarkovo,57.4028,67.0786,-2.83,89,100,4.33,Yarkovo,1707254292
467,gumdag,39.2061,54.5906,6.91,48,100,2.85,Gumdag,1707254292
468,shikhany,52.1167,47.2167,-6.16,85,60,7.87,Shikhany,1707254292
469,horsham,51.064,-0.3272,12.47,82,75,9.77,Horsham,1707254292
470,carnarvon,-24.8667,113.6333,29.53,33,6,8.02,Carnarvon,1707254293
471,monster,52.0258,4.175,11.1,93,75,13.89,Monster,1707254293
472,ji'an,27.1172,114.9793,1.09,99,100,2.36,Ji’an,1707254293
473,rudnyy,52.9594,63.1206,0.13,84,100,9.96,Rudnyy,1707254293
474,el granada,37.5027,-122.4694,15.66,63,20,3.6,El Granada,1707254293
475,nicoya,10.1483,-85.452,33.71,40,1,4.54,Nicoya,1707254294
476,puerto madero,14.7208,-92.4215,31.11,66,20,7.72,Puerto Madero,1707254294
477,springfield,37.2153,-93.2982,16.76,28,0,2.06,Springfield,1707254226
478,enterprise,36.0252,-115.2419,9.8,79,100,2.06,Enterprise,1707254294
479,sierra vista,31.5545,-110.3037,18.95,22,40,11.83,Sierra Vista,1707254295
480,utete,-7.986,38.758,24.35,98,18,1.0,Utete,1707254295
481,puerto aysen,-45.4,-72.7,14.14,99,100,2.37,Puerto Aisén,1707254295
482,fort bragg,35.139,-79.006,12.12,36,0,8.23,Fort Bragg,1707254295
483,sovetskiy,61.3614,63.5842,-8.95,97,100,2.24,Sovetskiy,1707254295
484,prince albert,53.2001,-105.7677,-8.03,93,100,6.17,Prince Albert,1707254296
485,aktobe,50.2797,57.2072,-2.95,86,100,18.0,Aktobe,1707254296
486,port augusta,-32.5,137.7667,17.19,50,0,3.9,Port Augusta,1707254296
487,gumushkhane,40.4603,39.4814,1.58,95,97,1.21,Gümüşhane,1707254296
488,mitchell,43.7094,-98.0298,9.3,81,0,4.63,Mitchell,1707254183
489,san rafael,-34.6177,-68.3301,38.34,21,1,7.01,San Rafael,1707254203
490,tarakan,3.3,117.6333,25.72,94,40,1.03,Tarakan,1707254297
491,wanning,18.8003,110.3967,23.01,85,84,2.87,Wanning,1707254297
492,lodeynoye pole,60.726,33.5531,-21.39,98,9,2.17,Lodeynoye Pole,1707254298
493,aberdeen,57.1437,-2.0981,1.27,88,75,3.6,Aberdeen,1707254302
494,khanpur,28.6453,70.6567,16.29,49,100,1.69,Khanpur,1707254302
495,soio,-6.1349,12.3689,25.97,85,99,2.91,Soyo,1707254303
496,prince rupert,54.3161,-130.3201,1.05,100,100,1.54,Prince Rupert,1707254303
497,verkhnevilyuysk,63.4453,120.3167,-32.49,100,98,1.04,Verkhnevilyuysk,1707254303
498,akureyri,65.6835,-18.0878,-6.04,93,75,1.03,Akureyri,1707254304
499,puerto maldonado,-12.6,-69.1833,26.22,89,100,2.06,Puerto Maldonado,1707254183
500,pratt,37.6439,-98.7376,15.34,67,0,6.69,Pratt,1707254304
501,pemba,-12.974,40.5178,27.39,100,75,4.63,Pemba,1707254304
502,novyye burasy,52.1324,46.0714,-4.63,91,60,7.68,Novyye Burasy,1707254305
503,elur,10.0667,76.2833,23.98,83,20,1.54,Elūr,1707254305
504,aginskoye,51.1,114.53,-17.94,91,40,2.79,Aginskoye,1707254305
505,portland,45.5234,-122.6762,11.16,86,75,1.54,Portland,1707253700
506,fuling,29.7022,107.3919,6.18,90,100,0.67,Fuling,1707254305
507,pokrovsk,48.282,37.1758,0.21,98,95,3.26,Krasnoarmiys'k,1707254306
508,shorapur,16.5167,76.75,24.9,41,0,3.49,Shorāpur,1707254306
509,likasi,-10.9814,26.7333,17.58,97,100,1.16,Likasi,1707254306
510,al qaryatayn,34.2296,37.2407,9.15,64,0,3.03,Al Qaryatayn,1707254306
511,marsh harbour,26.5412,-77.0636,21.5,65,66,12.97,Marsh Harbour,1707254306
512,luderitz,-26.6481,15.1594,19.46,81,43,5.24,Lüderitz,1707254306
513,wellington,-41.2866,174.7756,22.21,72,33,11.83,Wellington,1707254159
514,kasimov,54.9411,41.3953,-13.36,98,96,1.45,Kasimov,1707254307
515,onega,63.9061,38.1404,-26.55,99,68,1.72,Onega,1707254307
516,kirakira,-10.4544,161.9205,28.06,79,62,3.45,Kirakira,1707254307
517,asaita,11.5636,41.4394,27.67,56,4,2.13,Asaita,1707254307
518,taulaga,-11.0553,-171.0883,28.24,83,100,10.6,Taulaga,1707254051
519,paradip garh,20.3167,86.6167,22.94,90,0,3.01,Paradip,1707254308
520,nhamunda,-2.1861,-56.7131,33.03,50,41,1.71,Nhamundá,1707254308
521,palikir - national government center,6.9248,158.1611,27.47,78,75,5.14,Palikir,1707254308
522,anloga,5.7947,0.8973,27.21,68,9,4.78,Anloga,1707254308
523,cosala,24.4125,-106.6908,32.02,16,48,3.41,Cosalá,1707254309
524,carolina,18.3808,-65.9574,27.19,87,75,0.0,Carolina,1707254110
525,ndelele,4.0333,14.9333,25.04,29,100,1.01,Ndelele,1707254313
526,mount isa,-20.7333,139.5,26.87,65,100,4.12,Mount Isa,1707254314
527,pueblo,38.2545,-104.6091,18.42,41,0,3.09,Pueblo,1707254172
528,phan rang-thap cham,11.5667,108.9833,22.6,88,98,1.96,Phan Rang-Thap Cham,1707254314
529,ekibastuz,51.6667,75.3667,-5.42,76,96,4.02,Ekibastuz,1707254314
530,chulakkurgan,43.765,69.1814,7.6,51,100,13.16,Chulakkurgan,1707254315
531,yanam,16.7333,82.2167,20.38,95,0,1.04,Yanam,1707254315
532,usogorsk,63.4106,48.6872,-28.52,100,98,0.47,Usogorsk,1707254315
533,chesma,53.8111,60.6533,-0.76,97,100,8.23,Chesma,1707254315
534,changji,44.0167,87.3167,-15.56,85,75,1.0,Changji,1707254315
535,boda,4.3189,17.4695,25.53,32,38,0.95,Boda,1707254315
536,buraydah,26.326,43.975,10.25,31,0,2.86,Buraidah,1707254316
537,rongelap,11.1635,166.8941,26.54,80,99,6.45,Rongelap,1707254316
538,kyren,51.6828,102.1408,-12.25,73,7,1.79,Kyren,1707254316
539,novodvinsk,64.4165,40.8122,-25.12,99,99,1.06,Novodvinsk,1707254276
540,el triunfo,-1.9333,-79.9667,32.02,67,52,2.35,El Triunfo,1707254144
541,cozumel,20.5083,-86.9458,22.26,78,100,6.26,San Miguel de Cozumel,1707254317
542,ciutadella,40.0011,3.8414,11.45,78,100,2.37,Ciutadella,1707254317
543,montenegro,42.5,19.3,4.86,87,20,1.03,Montenegro,1707254317
544,kasongo-lunda,-6.4667,16.8167,21.58,96,55,0.58,Kasongo-Lunda,1707254317
545,waingapu,-9.6567,120.2641,25.34,83,79,2.44,Waingapu,1707254318
546,pampa del indio,-26.0647,-59.919,29.64,57,100,3.79,Pampa del Indio,1707254318
547,altai,46.3722,96.2583,-19.65,67,10,0.8,Altai,1707254318
548,shendi,16.6915,33.4341,19.56,15,100,6.87,Shendi,1707254318
549,dwarka,22.2394,68.9678,22.35,78,63,4.58,Dwārka,1707254319
550,kalmunai,7.4167,81.8167,25.5,70,84,3.05,Kalmunai,1707254319
551,puerto baquerizo moreno,-0.9,-89.6,27.55,78,75,4.63,Puerto Baquerizo Moreno,1707254319
552,yakymivka,46.6897,35.1536,6.4,82,100,4.02,Yakymivka,1707254319
553,ghanzi,-21.5667,21.7833,28.19,38,76,4.88,Ghanzi,1707254319
554,bujaru,-1.515,-48.0447,25.36,96,67,1.46,Bujaru,1707254319
555,namtsy,62.7161,129.6658,-41.06,100,100,0.92,Namtsy,1707254320
556,awjilah,29.1081,21.2869,14.43,56,0,2.17,Awjilah,1707254320
557,grande prairie,55.1667,-118.8027,-6.9,79,100,1.54,Grande Prairie,1707254320
558,bay roberts,47.5999,-53.2648,0.84,96,100,6.26,Bay Roberts,1707254320
559,kermit,31.8576,-103.0927,17.25,36,0,6.69,Kermit,1707254320
560,myitkyina,25.3833,97.4,13.34,99,40,1.14,Myitkyina,1707254321
561,walvis bay,-22.9575,14.5053,20.53,83,96,0.0,Walvis Bay,1707254321
562,nguekhokh,14.5128,-17.005,29.49,18,0,4.63,Nguékhokh,1707254321
563,cherepanovo,54.2222,83.381,-12.65,96,98,3.0,Cherepanovo,1707254321
564,eraan,9.0629,117.7016,24.44,89,18,1.64,Eraan,1707254322
565,el calafate,-50.3408,-72.2768,16.52,49,29,2.77,El Calafate,1707254322
566,norrtalje,59.758,18.705,-2.21,78,100,4.21,Norrtälje,1707254322
567,jolo,6.05,121.0167,23.99,89,98,1.16,Jolo,1707254322
568,osvaldo cruz,-21.7967,-50.8786,29.48,45,100,1.84,Osvaldo Cruz,1707254228
569,bure,10.7,37.0667,16.46,54,50,1.33,Burē,1707254323
